name,state,city,county,contact info
The Arc Greensboro,North Carolina,Greensboro,Guilford,"The Arc Greensboro
1050 Revolution Mill Drive, Studio 3
Greensboro, NC 27405-5083
info@arcg.org
(336) 373-1076"
The Arc of Alamance County,North Carolina,Burlington,Alamance,"The Arc of Alamance County
PO Box 1275
Burlington, NC 27216-1275
info@thearcal.org
(336) 513-4333"
The Arc of Beaufort County,North Carolina,Washington,Beaufort,"The Arc of Beaufort County
1534 W 5th St
Washington, NC 27889-4108
sandrabuckman@suddenlink.net
(252) 946-0151"
The Arc of Buncombe County,North Carolina,Asheville,Buncombe,"The Arc of Buncombe County
50 S French Broad Ave Ste 257
Asheville, NC 28801-3233
moreaboutthearc@arcofbc.org
(828) 253-1255"
The Arc of Chatham County,North Carolina,Pittsboro,Chatham,"The Arc of Chatham County
PO Box 623
Pittsboro, NC 27312-0623
janet.groce@dhhs.nc.gov
919 542 2368 x224"
The Arc of Craven County,North Carolina,New Bern,Craven,"The Arc of Craven County
PO Box 12211
New Bern, NC 28561-2211
jeanniesmith@arccravennc.org
(252) 636-3441"
The Arc of Davidson County,North Carolina,Lexington,Davidson,"The Arc of Davidson County
6 Vance Cir
Lexington, NC 27292-2336
teresamckeon@arcdavidson.org
(336) 248-2842"
The Arc of Gaston County,North Carolina,Gastonia,Gaston,"The Arc of Gaston County
200 E Franklin Blvd
Gastonia, NC 28052-4106
director@gastoncountyarc.org
(704) 861-1036"
The Arc of Haywood County,North Carolina,Waynesville,Haywood,"The Arc of Haywood County
407 Welch St
Waynesville, NC 28786-4394
info@arcofhaywood.org
(828) 453-1980"
The Arc of High Point,North Carolina,High Point,Guilford,"The Arc of High Point
153 E Bellevue Dr
High Point, NC 27265-1922
tmckeon@arc-of-hp.com
(336) 883-0650"
The Arc of Mecklenburg County,North Carolina,Charlotte,Mecklenburg,"The Arc of Mecklenburg County
4108 Park Rd Ste 200
Charlotte, NC 28209-4207
lauren@arcmeck.org
(704) 332-4535"
The Arc of Moore County,North Carolina,Southern Pines,Moore,"The Arc of Moore County
PO Box 773
Southern Pines, NC 28388-0773
arcmoorewr@embarqmail.com
(800) 909-9272"
The Arc of North Carolina,North Carolina,Raleigh,Wake,800-662-8706
The Arc of Orange County,North Carolina,Chapel Hill,Orange,"The Arc of Orange County
208 N Columbia St Ste 100
Chapel Hill, NC 27514-3504
info@arcoforange.org
(919) 942-5119 Ext 117"
The Arc of Rockingham County,North Carolina,Eden,Rockingham,"The Arc of Rockingham County
PO Box 5223
Eden, NC 27289-5223
sharonh1@centurylink.net
(336) 627-7565"
The Arc of Surry County,North Carolina,Mounty Airy,Surry,"The Arc of Surry County
PO Box 724
Mount Airy, NC 27030-0724
galasetti@triad.rr.com
(336) 368-5403"
The Arc of Union County,North Carolina,Monroe,Union,"The Arc of Union County
1653 Campus Park Dr Ste C
Monroe, NC 28112-4048
info@thearcofunion.com
(704) 261-1550"
The Arc of Wilson County,North Carolina,Wilson,Wilson,"The Arc of Wilson County
509 West Nash Street
Wilson, NC 27893
mlstanford@arcofwilsonnc.org
(252) 237-8266"
The Arc Person County,North Carolina,Roxboro,Person,"The Arc Person County
PO Box 1182
Roxboro, NC 27573-1182
TheArcofPerson@hotmail.com
(336) 599-9658"
The Arc Rowan,North Carolina,Salisbury,Rowan,"The Arc Rowan
1918 W Innes St
Salisbury, NC 28144-2474
jjackman@thearcofrowan.org
(704) 637-1521"
The Enrichment Center,North Carolina,Winston-Salem,Forsyth,"The Enrichment Center
1006 S Marshall St
Winston Salem, NC 27101-5815
vvizena@enrichmentarc.org
(336) 777-0076"
Autism Speaks of North Dakota,North Dakota,Jamestown,Stutsman,By Website
Easter Seals of North Dakota,North Dakota,North Dakota,N/A,800-247-0698
Little Missouri Arc,North Dakota,Bowman,Bowman,"Little Missouri Arc
PO Box 1116
Bowman, ND 58623-1116
dovitt@ableinc.com
(701) 523-3330"
North Dakota Autism Resources,North Dakota,North Dakota,N/A,By Website
The Arc of Barnes County,North Dakota,Valley City,Barnes,"The Arc of Barnes County
141 2nd St NE
Valley City, ND 58072-3001
arcbarnesco@csicable.net
(701) 845-4189"
The Arc of Bismarck,North Dakota,Bismarck,Burleigh,"The Arc of Bismarck
PO Box 2081
Bismarck, ND 58502-2081
TheArcBismarck@gmail.com
(701) 222-1854"
The Arc of Cass County,North Dakota,Fargo,Cass,"The Arc of Cass County
215 University Dr N
Fargo, ND 58102-4639
arcadmin@arccassnd.com
(701) 293-8191"
The Arc of Dickinson,North Dakota,Dickinson,Stark,"The Arc of Dickinson
PO Box 1421
Dickinson, ND 58602-1421
arcdickinson@ndsupernet.com
(701) 483-4272"
The Arc of North Dakota,North Dakota,Grand Forks,Grand Forks,"The Arc of North Dakota
P.O. Box 12420
Grand Forks, ND 58208-2420
dsheppard@arcuv.com
(701) 772-6191"
"The Arc, Upper Valley",North Dakota,Grand Forks,Grand Forks,"The Arc, Upper Valley
2500 Demers Ave
Grand Forks, ND 58201-4178
thearc@arcuv.com
(701) 772-6191"
Auglaize County Arc,Ohio,New Bremen,Auglaize,"New Bremen, OH 45869
auglaizeindustriesinc@yahoo.com
(419) 629-2419"
Autism Resource for Ohio Parents,Ohio,Columbus,Franklin,216-368-5491
Autism Society of Ohio,Ohio,Ohio,N/A,614-487-4726
Autism Speaks of Ohio,Ohio,Independence,Cuyahoga,By Website
Butler County Arc,Ohio,Hamilton,Butler,"Butler County Arc
282 N Fair Ave
Hamilton, OH 45011-4252
(513) 867-5960 Ext 272"
Milestones Autism Organization,Ohio,Cleveland,Cuyahoga,216-464-7600
Ohio Center for Autism,Ohio,Columbus,Franklin,614-410 9753
Ohio SIBS,Ohio,Columbus,Franklin,1-855-742-7669
Red Treehouse,Ohio,Ohio,N/A,By Website
Shelby County Arc,Ohio,Sidney,Shelby,"Shelby County Arc
1200 Childrens Home Rd
Sidney, OH 45365-7731
shelbycountyarc@yahoo.com
(937) 658-6717"
Society For The Handicapped of Medina County,Ohio,Seville,Medina,"Society For The Handicapped of Medina County
4283 Paradise Rd
Seville, OH 44273-9353
shc@shc-medina.org
(330) 722-8105 Ext 200"
The Arc Clark County,Ohio,Springfield,Clark,"The Arc Clark County
PO Box 3011
Springfield, OH 45501-3011
(937) 323-0930"
The Arc Hamilton County,Ohio,Cincinnati,Hamilton,"The Arc Hamilton County
2368 Victory Pkwy Ste 420
Cincinnati, OH 45206-2810
thearc@archamilton.org
(701) 772-6191"
The Arc of Allen County,Ohio,Lima,Allen,"The Arc of Allen County
546 S Collett St
Lima, OH 45805-3210
arc@wcoil.com
(419) 225-6285"
The Arc of Ashtabula County,Ohio,Ashtabula,Ashtabula,"The Arc of Ashtabula County
6443 Lee Road Ext
c/o P Hunter
Ashtabula, OH 44004-4813
(440) 997-9210"
The Arc of Erie County,Ohio,Sandusky,Erie,"The Arc of Erie County
4405 Galloway Rd # 112
Sandusky, OH 44870-6026
awilliams@arcoferie.org
(419) 625-9677 Ext 161"
The Arc of Greater Cleveland,Ohio,Cleveland,Cuyahoga,"The Arc of Greater Cleveland
2421 Community College Ave.
William Patrick Day Early Childhood Center
Cleveland, OH 44115
arcgc@thearcofgreatercleveland.org
(216) 622-0755"
The Arc of Lucas County,Ohio,Sylvania,Lucas,"The Arc of Lucas County
5605 Monroe St
Sylvania, OH 43560-2702
thearc@arclucas.org
(419) 843-1344"
The Arc of Ohio,Ohio,Columbus,Franklin,800-875-2723
The Arc of Ottawa County,Ohio,Port Clinton,Ottawa,"The Arc of Ottawa County
PO Box 795
Port Clinton, OH 43452
BBeck@ocbdd.org
(419) 882-0941"
The Arc of Summit and Portage Counties,Ohio,Stow,Summit,"The Arc of Summit and Portage Counties
3869 Darrow Rd Ste 109
Stow, OH 44224-2676
Leeanne.Saro@thearcneo.org
(330) 836-5863"
Washington County Arc,Ohio,Marietta,Washington,"Washington County Arc
PO Box 1003
Marietta, OH 45750-6003
snfcoffman3@yahoo.com
(701) 772-6191"
Autism Society of Oklahoma,Oklahoma,Oklahoma,N/A,By Website
Autism Speaks of Oklahoma,Oklahoma,Oklahoma,N/A,By Website
Easter Seals of Oklahoma,Oklahoma,Oklahoma,N/A,By Website
Oklahoma Autism Resources,Oklahoma,Oklahoma,N/A,By Website
TARC,Oklahoma,Tulsa,Tulsa,"TARC
2516 E 71st St Ste A
Tulsa, OK 74136-5531
mkeaney@ddadvocacy.net
(918) 582-8272"
The Oklahoma Plan-Oklahoma Alliance,Oklahoma,Oklahoma City,Oklahoma,405-271-2131 ext. 47123
Autism Society of Oregon,Oregon,Portland,Clackamas,888-228-4761
Autism Speaks of Oregon,Oregon,Oregon,N/A,866-362-6227
AutismOregon,Oregon,Oregon,N/A,By Website
The Arc Jackson County,Oregon,Medford,Jackson,"The Arc Jackson County
121 N Central Ave
Medford, OR 97501-5925
info@thearcjackson.org
(541) 779-4520"
The Arc of Benton County,Oregon,Corvallis,Benton,"The Arc of Benton County
414 NW 4th St
Corvallis, OR 97330-6409
jlmorris.us@gmail.com
(541) 753-1711"
The Arc of Central Oregon,Oregon,Bend,Deschutes,"The Arc of Central Oregon
P O Box 9034
Bend, OR 97708-9034
(541) 390-4436"
The Arc of Lane County,Oregon,Springfield,Lane,"The Arc of Lane County
4181 E St
Springfield, OR 97478-5772
pam.ring@arclane.org
(541) 736-7919"
The Arc of Linn County,Oregon,Albany,Linn,"The Arc of Linn County
P.O. Box 1982
Albany, OR 97321
carclew@comcast.net
(541) 258-2412"
The Arc of Marion County,Oregon,Salem,Marion,"The Arc of Marion County
PO Box 12474
Salem, OR 97309-0474
arcofmarioncounty@yahoo.com
(503) 581-3451"
The Arc of Mid-Columbia,Oregon,The Dalles,Wasco,"The Arc of Mid-Columbia
PO Box 521
The Dalles, OR 97058-0521
info@arcmidcolumbia.org
(541) 478-2133"
The Arc of Multnomah Clackamas,Oregon,Portland,Multnomah,"The Arc of Multnomah Clackamas
619 SW 11th Ave Ste 106
Portland, OR 97205-2646
info@thearcmult.org
(503) 223-7279"
The Arc of Oregon,Oregon,Salem,Marion,877-581-2726
The Arc of Polk County,Oregon,Dallas,Polk,"The Arc of Polk County
PO Box 584
Dallas, OR 97338
wallace.kim@arcofpolkcounty.org
(503) 949-5552"
The Arc of Umatilla County,Oregon,Hermiston,Umatilla,"The Arc of Umatilla County
215 W Orchard Ave
Hermiston, OR 97838-1738
arc@eotnet.net
(541) 567-7615"
The Arc of Washington County,Oregon,Aloha,Washington,"The Arc of Washington County
PO Box 5778
Aloha, OR 97006-0778
thearc@arcwash.org
(503) 649-6110"
The Autism Research & Resources of Oregon (ARRO),Oregon,Oregon,N/A,By Website
Tillamook County Arc,Oregon,Tillamook,Tillamook,"Tillamook County Arc
PO Box 232
Tillamook, OR 97141-0232
(503) 842-2398"
ACHIEVA,Pennsylvania,Pittsburgh,Allegheny,"ACHIEVA
711 Bingham St
Pittsburgh, PA 15203-1007
msmith@achieva.info
(412) 995-5000 Ext 434"
Arc of Cambria County,Pennsylvania,Johnstown,Cambria,"Arc of Cambria County
960 Bedford St
Johnstown, PA 15902-3802
jzufall@floodcity.net
(814) 535-1511"
Arc of Centre County,Pennsylvania,State College,Centre,"Arc of Centre County
1840 N Atherton St
State College, PA 16803-1520
bcunningham@taocc.org
(814) 238-1444"
Arc of Fayette County,Pennsylvania,Uniontown,Fayette,"Arc of Fayette County
80 Old New Salem Rd
Uniontown, PA 15401-8902
nancydavis@atlanticbbn.net
(724) 438-9042"
Arc of Luzerne County,Pennsylvania,Wilkes Barre,Luzerne,"Arc of Luzerne County
16 W Linden St
Wilkes Barre, PA 18702-2614
Pamelazotynia@thearcofluzernecounty.org
(570) 714-6320 Ext 223"
Arc of Mercer County,Pennsylvania,Hermitage,Mercer,"Arc of Mercer County
850 N Hermitage Rd
Hermitage, PA 16148-3220
mcar@mercerarc.org
(724) 981-2950"
Arc of Schuylkill County,Pennsylvania,Ringtown,Schuylkill,"Arc of Schuylkill County
PO Box 271
Ringtown, PA 17967-0271
krfarley@geisinger.edu
(570) 889-3206"
Arc of Wayne County,Pennsylvania,Honesdale,Wayne,"Arc of Wayne County
PO Box 1121
Honesdale, PA 18431-6121
ginm@ptd.net
(570) 253-4260"
Autism Society of Pennsylvania,Pennsylvania,Enola,Cumberland,By Website
Autism Speaks of Pennsylvania,Pennsylvania,Pennsylvania,N/A,856-858-5400
Center for Autism Research: Autism Resource Guide,Pennsylvania,Pennsylvania,N/A,By Website
Greene Arc,Pennsylvania,Prosperity,Washington,"Greene Arc
197 Dunn Station Rd
Prosperity, PA 15329-1625
cdias@greenearc.org
(724) 627-5511"
The Arc Alliance,Pennsylvania,Eagleville,Montgomery,"The Arc Alliance
3075 W Ridge Pike Ste A
Eagleville, PA 19403-1534
info@thearcalliance.org
(610) 265-4700"
The Arc of Adams County,Pennsylvania,Biglerville,Adams,"The Arc of Adams County
108 E York St
Biglerville, PA 17307-9425
arcadco@yahoo.com
(717) 677-8487"
The Arc of Armstrong County,Pennsylvania,Kittanning,Armstrong,"The Arc of Armstrong County
124 Armsdale Rd Ste B8
Kittanning, PA 16201-3738
thearc@windstream.net
(724) 545-3426"
The Arc of Blair County,Pennsylvania,Altoona,Blair,"The Arc of Blair County
431 Jackson Ave
Altoona, PA 16602-6419
mbrandt@thearcblair.org
(814) 946-1011"
The Arc of Butler County,Pennsylvania,Butler,Butler,"The Arc of Butler County
112 Hollywood Dr Ste 202
Butler, PA 16001-5697
prosenbauer@arcbutler.org
(724) 282-1500"
The Arc of Chester County,Pennsylvania,West Chester,Chester,"The Arc of Chester County
900 Lawrence Dr
West Chester, PA 19380-3415
info@arcofchestercounty.org
(610) 696-8090"
The Arc of Clarion and Venango Counties,Pennsylvania,Clarion,Clarion,"The Arc of Clarion and Venango Counties
319 Main St
Clarion, PA 16214-1018
lmcnamara@thearcclarion.org
(814) 226-7033"
The Arc of Crawford County,Pennsylvania,Meadville,Crawford,"The Arc of Crawford County
222 Chestnut St
Meadville, PA 16335-3407
rlgorske@windstream.net
(814) 724-7346"
The Arc of Cumberland & Perry Counties,Pennsylvania,Carlisle,Cumberland,"The Arc of Cumberland & Perry Counties
71 Ashland Ave
Carlisle, PA 17013-2601
jgurreri@cparc.org
(717) 249-2611"
The Arc of Dauphin County,Pennsylvania,Harrisburg,Dauphin,"The Arc of Dauphin County
2569 Walnut St
Harrisburg, PA 17103-1760
MGeorge@arcofdc.org
(717) 920-2727"
The Arc of Delaware County,Pennsylvania,Swarthmore,Delaware,"The Arc of Delaware County
740 S Chester Rd. Suite G
Swarthmore, PA 19081-2226
info@thearcofdelco.org
(610) 544-6600"
The Arc of Erie County,Pennsylvania,Erie,Erie,"The Arc of Erie County
1311 W 26th St
Erie, PA 16508-1401
eriearc@verizon.net
(814) 452-4865"
The Arc of Franklin & Fulton Counties,Pennsylvania,Chambersburg,Franklin,"The Arc of Franklin & Fulton Counties
2314 Philadelphia Ave
Chambersburg, PA 17202
ARC4390@embarqmail.com
(717) 264-4390"
The Arc of Indiana County,Pennsylvania,Indiana,Indiana,"The Arc of Indiana County
120 N 5th St
Indiana, PA 15701-1912
info@arcindiana.org
(724) 349-8230"
The Arc of Jefferson and Clearfield Counties,Pennsylvania,Reynoldsville,Jefferson,"The Arc of Jefferson and Clearfield Counties
PO Box 184
Reynoldsville, PA 15851-0184
stacy@jcarc.org
(814) 591-6622"
The Arc of Lancaster County,Pennsylvania,Lancaster,Lancaster,"The Arc of Lancaster County
630 Janet Ave
Lancaster, PA 17601-4527
info@thearcoflancasterco.org
(717) 394-5251"
The Arc of Lehigh & Northampton Counties,Pennsylvania,Bethlehem,Northampton,"The Arc of Lehigh & Northampton Counties
2289 Avenue A
Bethlehem, PA 18017-2107
info@arcofl-n.org
(610) 849-8076 Ext 46"
The Arc of Northeastern Pennsylvania,Pennsylvania,Scranton,Lackawanna,"The Arc of Northeastern Pennsylvania
115 Meadow Ave
Scranton, PA 18505-2168
acyantorn@geisinger.edu
(570) 346-4010"
The Arc of Pennsylvania,Pennsylvania,Harrisburg,Dauphin,800-692-7258
The Arc of Philadelphia,Pennsylvania,Philadelphia,Philadelphia,"The Arc of Philadelphia
2350 W Westmoreland St
Philadelphia, PA 19140-4718
contact@arcpddc.org
(215) 229-4550"
The Arc of Washington County,Pennsylvania,Houston,Washington,"The Arc of Washington County
201 S Johnson Rd Ste 200
Houston, PA 15342-1351
Christy.Lewis@arcofwpa.org
(724) 745-3010"
The Arc of York County,Pennsylvania,York,York,"The Arc of York County
497 Hill St
York, PA 17403-5703
mail@thearcofyorkcounty.org
(717) 846-6589"
"The Arc, Susquehanna Valley",Pennsylvania,Sunbury,Northumberland,"The Arc, Susquehanna Valley
15 South 5th Street
Sunbury, PA 17801
arcnorthdir@ptd.net
(570) 286-1008"
Autism Society of Rhode Island,Rhode Island,Rumford,Providence,401-595-3241
Autism Speaks of Rhode Island,Rhode Island,Rhode Island,N/A,By Website
Easter Seals of Rhode Island,Rhode Island,Rhode Island,N/A,401-284-1006
FEAT Families Effective Autism Treatment,Rhode Island,Narragansett,Washington,401-276-7852
Fogarty Center,Rhode Island,North Providence,Providence,"Fogarty Center
220 Woonasquatucket Ave
N Providence, RI 02911-3196
info@fogartycenter.org
(401) 353-7000"
The Arc of Blackstone Valley,Rhode Island,Pawtucket,Providence,"The Arc of Blackstone Valley
500 Prospect Street
Pawtucket, RI 02860
khunt@bvcriarc.org
(401) 727-0150"
The Autism Project,Rhode Island,Rhode Island,N/A,By Website
Autism Speaks of South Carolina,South Carolina,South Carolina,N/A,704-561-0003
Easter Seals of South Carolina,South Carolina,South Carolina,N/A,803-256-0735
South Carolina Autism Society,South Carolina,West Columbia,Lexington,803-750-6988 ext 106
The Arc of Coastal Carolina,South Carolina,Myrtle Beach,Horry,"The Arc of Coastal Carolina
PO Box 16093
Myrtle Beach, SC 29587-6093
(843) 238-3040"
The Arc of Pickens County,South Carolina,Easley,Pickens,"The Arc of Pickens County
PO Box 1308
Easley, SC 29641-1308
karenmhumphries@yahoo.com
(864) 859-5416"
The Arc of South Carolina,South Carolina,West Columbia,Lexington,803-748-5020
Autism Society of South Dakota,South Dakota,Rapid City,Pennington,By Website
Autism Speaks of South Dakota,South Dakota,South Dakota,N/A,By Website
Easter Seals of South Dakota,South Dakota,South Dakota,N/A,By Website
Grant County Arc,South Dakota,Milbank,Grant,"Grant County Arc
310 W 6th Ave
Milbank, SD 57252-2311"
Oahe Arc,South Dakota,Pierre,Hughes,"Oahe Arc
PO Box 503
Pierre, SD 57501-0503
cquinn@oaheinc.com
(605) 224-4501"
Autism Reviews TRIAD,Tennessee,Nashville,Davidson,By Website
Autism Speaks of Tennessee,Tennessee,Memphis,Shelby,615-238-1625
Autism Tennessee,Tennessee,Nashville,Davidson,615-385-2077
Easter Seals of Tennessee,Tennessee,Nashville,Davidson,615-292-6640
Hickman County Arc,Tennessee,Centerville,Hickman,"Hickman County Arc
116 Perry St
Centerville, TN 37033-1338
suelovlace@bellsouth.net
(931) 729-3830"
Knox County Arc,Tennessee,Knoxville,Knox,"Knox County Arc
3000 N Central St
Knoxville, TN 37917-5117
info@knoxcountyarc.com
(865) 524-1311"
Tennessee Autism Resources,Tennessee,Tennessee,N/A,By Website
The Arc Anderson County,Tennessee,Oak Ridge,Anderson,"The Arc Anderson County
PO Box 4823
Oak Ridge, TN 37831-4823
arc@arcaid.org
(865) 481-0550"
The Arc of Coffee and Moore Counties,Tennessee,Tullahoma,Coffee,"The Arc of Coffee and Moore Counties
PO Box 141
Tullahoma, TN 37388-0141
cfrazine@cafes.net
(931) 455-8890"
The Arc of Cumberland County,Tennessee,Crossville,Cumberland,"The Arc of Cumberland County
PO Box 389
Crossville, TN 38557-0389
thearccc@frontier.com
(931) 456-0206"
The Arc of Cumberland Valley,Tennessee,Lebanon,Wilson,"The Arc of Cumberland Valley
673 Old Shannon Rd
Lebanon, TN 37090-7889
cumberlandvalleyarc@gmail.com
(615) 530-4861"
The Arc of Davidson County,Tennessee,Nashville,Davidson,"The Arc of Davidson County
111 N Wilson Blvd
Nashville, TN 37205-2411
arc@arcdc.org
(615) 321-5699"
The Arc of Dickson County,Tennessee,Dickson,Dickson,"The Arc of Dickson County
PO Box 628
Dickson, TN 37056-0628
dredden@dsdc.org
(615) 446-3111"
The Arc of Hamilton County,Tennessee,Chattanooga,Hamilton,"The Arc of Hamilton County
4613 Brainerd Rd
Chattanooga, TN 37411-3826
ArcofHamilton@bellsouth.net
(423) 624-6887 Ext 102"
The Arc of Mid-South,Tennessee,Memphis,Shelby,"The Arc of Mid-South
3485 Poplar Ave Ste 210
Memphis, TN 38111-4643
info@thearcmidsouth.org
(901) 327-2473"
The Arc of Tennessee,Tennessee,Nashville,Davidson,800-835-7077
The Arc of Washington County,Tennessee,Johnson City,Washington,"The Arc of Washington County
110 E Mountcastle Dr # 1
Johnson City, TN 37601-2539
tr@arcwc.org
(423) 928-9362"
The Arc of Williamson County,Tennessee,Franklin,Williamson,"The Arc of Williamson County
129 W Fowlkes St Ste 151
Franklin, TN 37064-3562
info@disabilitywilliamson.org
615-790-5815, ext. 3#"
Autism Community Network of El Paso,Texas,El Paso,El Paso,By Website
Behavioral Innovations,Texas,Irving,Dallas,469-374-0700
Easter Seals of Texas,Texas,Fort Worth,Tarrant,512-615-6800
Howard County Arc,Texas,Big Spring,Howard,"Howard County Arc
PO Box 1762
Big Spring, TX 79721-1762
(432) 264-0674"
Texas Autism Resources,Texas,Texas,N/A,By Website
Texas Statewide Leadership For Autism Training,Texas,Austin,Travis,512-919-5424
The Arc Del Paso,Texas,El Paso,El Paso,"The Arc Del Paso
3431 Pershing #D-1
El Paso, TX 79903
arcdelpaso@yahoo.com
(915) 564-4978"
The Arc of Bell County,Texas,Temple,Bell,"The Arc of Bell County
PO Box 811
Temple, TX 76503-0811
NRHolle@aol.com
(254) 760-4814"
The Arc of Brown County,Texas,Brownwood,Brown,"The Arc of Brown County
PO Box 1201
Brownwood, TX 76804-1201
reso8b9g@verizon.net
(325) 784-5446"
The Arc of Bryan-College Station,Texas,College Station,Brazos,"The Arc of Bryan-College Station
P.O. Box 12009
College Station, TX 77842
therrera456@gmail.com
979-224-0268"
The Arc of Calhoun County,Texas,Port Lavaca,Calhoun,"The Arc of Calhoun County
3218 FM 3084
Port Lavaca, TX 77979-5166
lotsoflayers@tisd.net
(512) 552-9403"
The Arc of Cypress Creek,Texas,Spring,Harris,"The Arc of Cypress Creek
PO Box 11123
Spring, TX 77391-1123
(281) 376-7072"
The Arc of Dallas,Texas,Dallas,Dallas,"The Arc of Dallas
12700 Hillcrest Rd Ste 200
Dallas, TX 75230-2063
info@arcdallas.org
(214) 634-9810"
The Arc of Denton County,Texas,Denton,Denton,"The Arc of Denton County
PO Box 1279
Denton, TX 76202-1279
info@arcofdentoncounty.org
(972) 436-8471"
The Arc of El Campo,Texas,El Campo,Wharton,"The Arc of El Campo
2728 Myatt
El Campo, TX 77437-2015
(979) 543-5823"
The Arc of Fort Bend County,Texas,Sugar Land,Fort Bend,"The Arc of Fort Bend County
123 Brooks St
Sugar Land, TX 77478-3267
AJones@arcoffortbend.org
(281) 494-5920"
The Arc of Gillespie County,Texas,Fredericksburg,Gillespie,"The Arc of Gillespie County
PO Box 771
Fredericksbrg, TX 78624-0771
(830) 997-7163"
The Arc of Greater Beaumont,Texas,Beaumont,Jefferson,"The Arc of Greater Beaumont
655 S 8th St
Beaumont, TX 77701-4624
teri.hawthorne@arcofbmt.org
(409) 784-5544"
The Arc of Greater Houston,Texas,Houston,Harris,"The Arc of Greater Houston
PO Box 924168
Houston, TX 77292-4168
beth@aogh.org
(713) 957-1600"
The Arc of Greater Tarrant County,Texas,Fort Worth,Tarrant,"The Arc of Greater Tarrant County
1051 Haskell St Ste 106
Fort Worth, TX 76107-2649
(817) 877-1474"
The Arc of Gregg County,Texas,Longview,Gregg,"The Arc of Gregg County
PO Box 522
Longview, TX 75606-0522
shull@arcofgreggco.org
(903) 753-0723"
The Arc of Harrison County,Texas,Marshall,Harrison,"The Arc of Harrison County
PO Box 24
Marshall, TX 75671-0024
arcofharrisoncounty@charterinternet.com
(903) 938-7571"
The Arc of Katy,Texas,Katy,Harris,"The Arc of Katy
1015 Aster Dr
Katy, TX 77493-2214
webmaster@thearcofkaty.org"
The Arc of Matagorda County,Texas,Bay City,Matagorda,"The Arc of Matagorda County
PO Box 1305
Bay City, TX 77404-1305
(979) 245-6318"
The Arc of McLennan County,Texas,Waco,McLennan,"The Arc of McLennan County
PO Box 3367
Waco, TX 76707-0367
(254) 756-7491"
The Arc of Milam,Texas,Rockdale,Milam,"The Arc of Milam
1900 Highland Ave
Rockdale, TX 76567-2146
wandagd76@yahoo.com
(512) 446-2190"
The Arc of Northeast Tarrant County,Texas,Fort Worth,Tarrant,"The Arc of Northeast Tarrant County
PO Box 14455
Fort Worth, TX 76117-0455
info@arcnetc.org
(817) 834-7700"
The Arc of Panola County,Texas,Carthage,Panola,"The Arc of Panola County
PO Box 546
Carthage, TX 75633-0546
beckyjoffrion@aol.com
(903) 694-9575"
The Arc of Potter and Randall Counties,Texas,Amarillo,Randall,"The Arc of Potter and Randall Counties
2610 S Ong St
Amarillo, TX 79109-2335
(806) 372-5699"
The Arc of San Angelo,Texas,San Angelo,Tom Green,"The Arc of San Angelo
PO Box 1922
San Angelo, TX 76902-1922
(325) 657-0308"
The Arc of San Antonio,Texas,San Antonio,Bexar,"The Arc of San Antonio
13430 West Ave
San Antonio, TX 78216-2005
senders@arc-sa.org
(210) 490-4300 Ext 104"
The Arc of Smith County,Texas,Tyler,Smith,"The Arc of Smith County
810 Vine Hts
Tyler, TX 75701-1429
SHawkins@arcofsmithcounty.org
(903) 597-0995"
The Arc of Spring Branch Memorial,Texas,Houston,Harris,"The Arc of Spring Branch Memorial
9524 Kempwood Dr
Houston, TX 77080-3902
(713) 460-4274"
The Arc of Texas,Texas,Austin,Travis,800-252-9729
The Arc of the Capital Area,Texas,Austin,Travis,"The Arc of the Capital Area
2818 San Gabriel St
Austin, TX 78705-3513
information@arcofthecapitalarea.org
(512) 476-7044"
The Arc of the Gulf Coast,Texas,Alvin,Brazoria,"The Arc of the Gulf Coast
PO Box 1484
Alvin, TX 77512-1484
arcgc@comcast.net
(281) 388-1161"
The Arc of the Hill Country,Texas,New Braunfels,Comal,"The Arc of the Hill Country
PO Box 312338
New Braunfels, TX 78131-2338
Officers@arcofthehillcountry.org
(830) 609-8280"
The Arc of Wharton,Texas,Wharton,Wharton,"The Arc of Wharton
PO Box 991
Wharton, TX 77488-0991
thearcofWharton@bmwsystems.com
(979) 282-9200"
The Arc Wichita County,Texas,Wichita Falls,Wichita,"The Arc Wichita County
3115 Buchanan St
Wichita Falls, TX 76308-1818
(940) 692-2303"
The Autism Project of the Univ. of Texas,Texas,Austin,Travis,512-232-1715
Autism Speaks of Utah,Utah,Utah,N/A,By Website
Easter Seals of Utah,Utah,Utah,N/A,800-771-2153
The Arc of Washington County,Utah,Saint George,Washington,"The Arc of Washington County
334 W Tabernacle St Ste F
St George, UT 84770-3347
tdhawks@infowest.com
(435) 628-0393"
Utah Autism Foundation,Utah,Sandy,Salt Lake,By Website
Utah Autism Resources,Utah,Provo,Utah,801-422-4058
Utah’s Autism Organizations,Utah,Salt Lake City,Salt Lake,By Website
Autism Society of Vermont,Vermont,White River Junction,Windsor,800-559-7398
Autism Speaks of Vermont,Vermont,Vermont,N/A,By Website
Easter Seals of Vermont,Vermont,Vermont,N/A,By Website
The Vermont Transition Guide,Vermont,Vermont,N/A,By Website
Vermont Autism Resources,Vermont,Vermont,N/A,By Website
Vermont Autism Task Force,Vermont,Vermont,N/A,By Website
Vermont Family Network: Autism,Vermont,Vermont,N/A,By Website
