name,country,city,address,latitude,longitude,info,free_quote_link
ACHIEVA,USA,Pennsylvania," ,Bingham St,711,Pittsburgh,15203-1007,Allegheny",41.203322,-77.194525,"msmith@achieva.info, (412) 995-5000",
Arc of Cambria County,USA,Pennsylvania," ,Bedford St,960,Johnstown,15902-3802,Cambria",41.203322,-77.194525,"jzufall@floodcity.net, (814) 535-1511",
Arc of Centre County,USA,Pennsylvania," ,N Atherton St,1840,State College,16803-1520,Centre",41.203322,-77.194525,"bcunningham@taocc.org, (814) 238-1444",
Arc of Fayette County,USA,Pennsylvania," ,Old New Salem Rd,80,Uniontown,15401-8902,Fayette",41.203322,-77.194525,"nancydavis@atlanticbbn.net, (724) 438-9042",
Arc of Luzerne County,USA,Pennsylvania," ,W Linden St,16,Wilkes Barre,18702-2614,Luzerne",41.203322,-77.194525,"Pamelazotynia@thearcofluzernecounty.org, (570) 714-6320",
Arc of Mercer County,USA,Pennsylvania," ,N Hermitage Rd,850,Hermitage,16148-3220,Mercer",41.203322,-77.194525,"mcar@mercerarc.org, (724) 981-2950",
Arc of Schuylkill County,USA,Pennsylvania,"271, , ,Ringtown,17967-0271,Schuylkill",41.203322,-77.194525,"krfarley@geisinger.edu, (570) 889-3206",
Arc of Wayne County,USA,Pennsylvania,"1121, , ,Honesdale,18431-6121,Wayne",41.203322,-77.194525,"ginm@ptd.net, (570) 253-4260",
Greene Arc,USA,Pennsylvania," ,Dunn Station Rd,197,Prosperity,15329-1625,Washington",41.203322,-77.194525,"cdias@greenearc.org, (724) 627-5511",
The Arc Alliance,USA,Pennsylvania," ,W Ridge Pike Ste A,3075,Eagleville,19403-1534,Montgomery",41.203322,-77.194525,"info@thearcalliance.org, (610) 265-4700",
The Arc of Adams County,USA,Pennsylvania," ,E York St,108,Biglerville,17307-9425,Adams",41.203322,-77.194525,"arcadco@yahoo.com, (717) 677-8487",
The Arc of Armstrong County,USA,Pennsylvania," ,Armsdale Rd Ste B8,124,Kittanning,16201-3738,Armstrong",41.203322,-77.194525,"thearc@windstream.net, (724) 545-3426",
The Arc of Blair County,USA,Pennsylvania," ,Jackson Ave,431,Altoona,16602-6419,Blair",41.203322,-77.194525,"mbrandt@thearcblair.org, (814) 946-1011",
The Arc of Butler County,USA,Pennsylvania," ,Hollywood Dr Ste 202,112,Butler,16001-5697,Butler",41.203322,-77.194525,"prosenbauer@arcbutler.org, (724) 282-1500",
The Arc of Chester County,USA,Pennsylvania," ,Lawrence Dr,900,West Chester,19380-3415,Chester",41.203322,-77.194525,"info@arcofchestercounty.org, (610) 696-8090",
The Arc of Clarion and Venango Counties,USA,Pennsylvania," ,Main St,319,Clarion,16214-1018,Clarion",41.203322,-77.194525,"lmcnamara@thearcclarion.org, (814) 226-7033",
The Arc of Crawford County,USA,Pennsylvania," ,Chestnut St,222,Meadville,16335-3407,Crawford",41.203322,-77.194525,"rlgorske@windstream.net, (814) 724-7346",
The Arc of Cumberland & Perry Counties,USA,Pennsylvania," ,Ashland Ave,71,Carlisle,17013-2601,Cumberland",41.203322,-77.194525,"jgurreri@cparc.org, (717) 249-2611",
The Arc of Dauphin County,USA,Pennsylvania," ,Walnut St,2569,Harrisburg,17103-1760,Dauphin",41.203322,-77.194525,"MGeorge@arcofdc.org, (717) 920-2727",
The Arc of Delaware County,USA,Pennsylvania," ,S Chester Rd. Suite G,740,Swarthmore,19081-2226,Delaware",41.203322,-77.194525,"info@thearcofdelco.org, (610) 544-6600",
The Arc of Erie County,USA,Pennsylvania," ,W 26th St,1311,Erie,16508-1401,Erie",41.203322,-77.194525,"eriearc@verizon.net, (814) 452-4865",
The Arc of Franklin & Fulton Counties,USA,Pennsylvania," ,Philadelphia Ave,2314,Chambersburg,17202,Franklin",41.203322,-77.194525,"ARC4390@embarqmail.com, (717) 264-4390",
The Arc of Indiana County,USA,Pennsylvania," ,N 5th St,120,Indiana,15701-1912,Indiana",41.203322,-77.194525,"info@arcindiana.org, (724) 349-8230",
The Arc of Jefferson and Clearfield Counties,USA,Pennsylvania,"184, , ,Reynoldsville,15851-0184,Jefferson",41.203322,-77.194525,"stacy@jcarc.org, (814) 591-6622",
The Arc of Lancaster County,USA,Pennsylvania," ,Janet Ave,630,Lancaster,17601-4527,Lancaster",41.203322,-77.194525,"info@thearcoflancasterco.org, (717) 394-5251",
The Arc of Lehigh & Northampton Counties,USA,Pennsylvania," ,Avenue A,2289,Bethlehem,18017-2107,Northampton",41.203322,-77.194525,"info@arcofl-n.org, (610) 849-8076",
The Arc of Northeastern Pennsylvania,USA,Pennsylvania," ,Meadow Ave,115,Scranton,18505-2168,Lackawanna",41.203322,-77.194525,"acyantorn@geisinger.edu, (570) 346-4010",
The Arc of Philadelphia,USA,Pennsylvania," ,W Westmoreland St,2350,Philadelphia,19140-4718,Philadelphia",41.203322,-77.194525,"contact@arcpddc.org, (215) 229-4550",
The Arc of Washington County,USA,Pennsylvania," ,S Johnson Rd Ste 200,201,Houston,15342-1351,Washington",41.203322,-77.194525,"Christy.Lewis@arcofwpa.org, (724) 745-3010",
The Arc of York County,USA,Pennsylvania," ,Hill St,497,York,17403-5703,York",41.203322,-77.194525,"mail@thearcofyorkcounty.org, (717) 846-6589",
"The Arc, Susquehanna Valley",USA,Pennsylvania," ,South 5th Street,15,Sunbury,17801,Northumberland",41.203322,-77.194525,"arcnorthdir@ptd.net, (570) 286-1008",
Fogarty Center,USA,Rhode Island," ,Woonasquatucket Ave,220,North Providence,02911-3196,Providence",41.580095,-71.477429,"info@fogartycenter.org, (401) 353-7000",
The Arc of Blackstone Valley,USA,Rhode Island," ,Prospect Street,500,Pawtucket,02860,Providence",41.580095,-71.477429,"khunt@bvcriarc.org, (401) 727-0150",
The Arc of Coastal Carolina,USA,South Carolina,"16093, , ,Myrtle Beach,29587-6093,Horry",33.836081,-81.163725,(843) 238-3040,
The Arc of Pickens County,USA,South Carolina,"1308, , ,Easley,29641-1308,Pickens",33.836081,-81.163725,"karenmhumphries@yahoo.com, (864) 859-5416",
Grant County Arc,USA,South Dakota," ,W 6th Ave,310,Milbank,57252-2311,Grant",43.969515,-99.901813,,
Oahe Arc,USA,South Dakota,"503, , ,Pierre,57501-0503,Hughes",43.969515,-99.901813,"cquinn@oaheinc.com, (605) 224-4501",
Hickman County Arc,USA,Tennessee," ,Perry St,116,Centerville,37033-1338,Hickman",35.517491,-86.580447,"suelovlace@bellsouth.net, (931) 729-3830",
Knox County Arc,USA,Tennessee," ,N Central St,3000,Knoxville,37917-5117,Knox",35.517491,-86.580447,"info@knoxcountyarc.com, (865) 524-1311",
The Arc Anderson County,USA,Tennessee,"4823, , ,Oak Ridge,37831-4823,Anderson",35.517491,-86.580447,"arc@arcaid.org, (865) 481-0550",
The Arc of Coffee and Moore Counties,USA,Tennessee,"141, , ,Tullahoma,37388-0141,Coffee",35.517491,-86.580447,"cfrazine@cafes.net, (931) 455-8890",
The Arc of Cumberland County,USA,Tennessee,"389, , ,Crossville,38557-0389,Cumberland",35.517491,-86.580447,"thearccc@frontier.com, (931) 456-0206",
The Arc of Cumberland Valley,USA,Tennessee," ,Old Shannon Rd,673,Lebanon,37090-7889,Wilson",35.517491,-86.580447,"cumberlandvalleyarc@gmail.com, (615) 530-4861",
The Arc of Davidson County,USA,Tennessee," ,N Wilson Blvd,111,Nashville,37205-2411,Davidson",35.517491,-86.580447,"arc@arcdc.org, (615) 321-5699",
The Arc of Dickson County,USA,Tennessee,"628, , ,Dickson,37056-0628,Dickson",35.517491,-86.580447,"dredden@dsdc.org, (615) 446-3111",
The Arc of Hamilton County,USA,Tennessee," ,Brainerd Rd,4613,Chattanooga,37411-3826,Hamilton",35.517491,-86.580447,"ArcofHamilton@bellsouth.net, (423) 624-6887",
The Arc of Mid-South,USA,Tennessee," ,Poplar Ave Ste 210,3485,Memphis,38111-4643,Shelby",35.517491,-86.580447,"info@thearcmidsouth.org, (901) 327-2473",
The Arc of Washington County,USA,Tennessee," ,E Mountcastle Dr # 1,110,Johnson City,37601-2539,Washington",35.517491,-86.580447,"tr@arcwc.org, (423) 928-9362",
The Arc of Williamson County,USA,Tennessee," ,W Fowlkes St Ste 151,129,Franklin,37064-3562,Williamson",35.517491,-86.580447,"info@disabilitywilliamson.org, 615-790-5815",
Howard County Arc,USA,Texas,"1762, , ,Big Spring,79721-1762,Howard",31.968599,-99.901813,(432) 264-0674,
The Arc Del Paso,USA,Texas," ,Pershing #D-1,3431,El Paso,79903,El Paso",31.968599,-99.901813,"arcdelpaso@yahoo.com, (915) 564-4978",
The Arc of Bell County,USA,Texas,"811, , ,Temple,76503-0811,Bell",31.968599,-99.901813,"NRHolle@aol.com, (254) 760-4814",
The Arc of Brown County,USA,Texas,"1201, , ,Brownwood,76804-1201,Brown",31.968599,-99.901813,"reso8b9g@verizon.net, (325) 784-5446",
The Arc of Bryan-College Station,USA,Texas," , , ,College Station,77842,Brazos",31.968599,-99.901813,"therrera456@gmail.com, 979-224-0268",
The Arc of Calhoun County,USA,Texas," ,FM 3084,3218,Port Lavaca,77979-5166,Calhoun",31.968599,-99.901813,"lotsoflayers@tisd.net, (512) 552-9403",
The Arc of Cypress Creek,USA,Texas,"11123, , ,Spring,77391-1123,Harris",31.968599,-99.901813,(281) 376-7072,
The Arc of Dallas,USA,Texas," ,Hillcrest Rd Ste 200,12700,Dallas,75230-2063,Dallas",31.968599,-99.901813,"info@arcdallas.org, (214) 634-9810",
The Arc of Denton County,USA,Texas,"1279, , ,Denton,76202-1279,Denton",31.968599,-99.901813,"info@arcofdentoncounty.org, (972) 436-8471",
The Arc of El Campo,USA,Texas," ,Myatt,2728,El Campo,77437-2015,Wharton",31.968599,-99.901813,(979) 543-5823,
The Arc of Fort Bend County,USA,Texas," ,Brooks St,123,Sugar Land,77478-3267,Fort Bend",31.968599,-99.901813,"AJones@arcoffortbend.org, (281) 494-5920",
The Arc of Gillespie County,USA,Texas,"771, , ,Fredericksburg,78624-0771,Gillespie",31.968599,-99.901813,(830) 997-7163,
The Arc of Greater Beaumont,USA,Texas," ,S 8th St,655,Beaumont,77701-4624,Jefferson",31.968599,-99.901813,"teri.hawthorne@arcofbmt.org, (409) 784-5544",
The Arc of Greater Houston,USA,Texas,"924168, , ,Houston,77292-4168,Harris",31.968599,-99.901813,"beth@aogh.org, (713) 957-1600",
The Arc of Greater Tarrant County,USA,Texas," ,Haskell St Ste 106,1051,Fort Worth,76107-2649,Tarrant",31.968599,-99.901813,(817) 877-1474,
The Arc of Gregg County,USA,Texas,"522, , ,Longview,75606-0522,Gregg",31.968599,-99.901813,"shull@arcofgreggco.org, (903) 753-0723",
The Arc of Harrison County,USA,Texas,"24, , ,Marshall,75671-0024,Harrison",31.968599,-99.901813,"arcofharrisoncounty@charterinternet.com, (903) 938-7571",
The Arc of Katy,USA,Texas," ,Aster Dr,1015,Katy,77493-2214,Harris",31.968599,-99.901813,webmaster@thearcofkaty.org,
The Arc of Matagorda County,USA,Texas,"1305, , ,Bay City,77404-1305,Matagorda",31.968599,-99.901813,(979) 245-6318,
The Arc of McLennan County,USA,Texas,"3367, , ,Waco,76707-0367,McLennan",31.968599,-99.901813,(254) 756-7491,
The Arc of Milam,USA,Texas," ,Highland Ave,1900,Rockdale,76567-2146,Milam",31.968599,-99.901813,"wandagd76@yahoo.com, (512) 446-2190",
The Arc of Northeast Tarrant County,USA,Texas,"14455, , ,Fort Worth,76117-0455,Tarrant",31.968599,-99.901813,"info@arcnetc.org, (817) 834-7700",
The Arc of Panola County,USA,Texas,"546, , ,Carthage,75633-0546,Panola",31.968599,-99.901813,"beckyjoffrion@aol.com, (903) 694-9575",
The Arc of Potter and Randall Counties,USA,Texas," ,S Ong St,2610,Amarillo,79109-2335,Randall",31.968599,-99.901813,(806) 372-5699,
The Arc of San Angelo,USA,Texas,"1922, , ,San Angelo,76902-1922,Tom Green",31.968599,-99.901813,(325) 657-0308,
The Arc of San Antonio,USA,Texas," ,West Ave,13430,San Antonio,78216-2005,Bexar",31.968599,-99.901813,"senders@arc-sa.org, (210) 490-4300",
The Arc of Smith County,USA,Texas," ,Vine Hts,810,Tyler,75701-1429,Smith",31.968599,-99.901813,"SHawkins@arcofsmithcounty.org, (903) 597-0995",
The Arc of Spring Branch Memorial,USA,Texas," ,Kempwood Dr,9524,Houston,77080-3902,Harris",31.968599,-99.901813,(713) 460-4274,
The Arc of the Capital Area,USA,Texas," ,San Gabriel St,2818,Austin,78705-3513,Travis",31.968599,-99.901813,"information@arcofthecapitalarea.org, (512) 476-7044",
The Arc of the Gulf Coast,USA,Texas,"1484, , ,Alvin,77512-1484,Brazoria",31.968599,-99.901813,"arcgc@comcast.net, (281) 388-1161",
The Arc of the Hill Country,USA,Texas,"312338, , ,New Braunfels,78131-2338,Comal",31.968599,-99.901813,"Officers@arcofthehillcountry.org, (830) 609-8280",
The Arc of Wharton,USA,Texas,"991, , ,Wharton,77488-0991,Wharton",31.968599,-99.901813,"thearcofWharton@bmwsystems.com, (979) 282-9200",
The Arc Wichita County,USA,Texas," ,Buchanan St,3115,Wichita Falls,76308-1818,Wichita",31.968599,-99.901813,(940) 692-2303,
The Arc of Washington County,USA,Utah," ,W Tabernacle St Ste F,334,St. George,84770-3347,Washington",39.32098,-111.093731,"tdhawks@infowest.com, (435) 628-0393",
Arc – Eastern Shore,USA,Virginia,"626, , ,Exmore,23350-0626,Northampton",37.431573,-78.656894,"arc.esva@verizon.net, (757) 442-3933",
Arc – Smyth County,USA,Virginia,"1495, , ,Marion,24354-1495,Smyth",37.431573,-78.656894,"arc-smythcounty@smyth.net, (276) 783-6801",
Arc of Lenowisco,USA,Virginia," ,4th Avenue East,2532,Big Stone Gap,24219,Wise",37.431573,-78.656894,"jflewis@frontierhealth.org, (276) 431-4159",
Hanover Arc,USA,Virginia,"91, , ,Ashland,23005-0091,Hanover",37.431573,-78.656894,"info@hanoverarc.org, (804) 798-2400",
The Arc for the New River Valley,USA,Virginia,"11204, , ,Blacksburg,24062-1204,Montgomery",37.431573,-78.656894,"microboardsnrv@communityopportunities.org, (540) 558-9510",
The Arc of Augusta,USA,Virginia," ,Fairfax Ave,1025,Waynesboro,22980-6026,Waynesboro City",37.431573,-78.656894,"Arc102@ntelos.net, (540) 943-1618",
The Arc of Central Virginia,USA,Virginia," ,Bedford Ave.,1508,Lynchburg,24504,Lynchburg City",37.431573,-78.656894,"info@arcofcva.org, (434) 845-4071",
The Arc of Greater Prince William/INSIGHT,USA,Virginia," ,Hillendale Dr,13505,Woodbridge,22193-4716,Prince William",37.431573,-78.656894,"info@arcgpw.org, (703) 670-4800",
The Arc of Greater Williamsburg,USA,Virginia," ,Packets Ct Ste D,202,Williamsburg,23185-5862,James City",37.431573,-78.656894,"director@thearcgw.org, (757) 229-3535",
The Arc of Harrisonburg and Rockingham,USA,Virginia," ,Simms Ave,620,Harrisonburg,22802-4813,Rockingham",37.431573,-78.656894,"arc@hrarc.org, (540) 437-9214",
The Arc of Loudoun,USA,Virginia," ,Catoctin Cir NE,601,Leesburg,20176-4964,Loudoun",37.431573,-78.656894,"jlassiter@paxtoncampus.org, (703) 777-1939",
The Arc of North Central Virginia,USA,Virginia,"852, , ,Bealeton,22712-0852,Fauquier",37.431573,-78.656894,"information@arcofnorthcentralva.org, (540) 905-2158",
The Arc of Northern Shenandoah Valley,USA,Virginia," ,Youth Development Ct,119,Winchester,22602-2430,Frederick",37.431573,-78.656894,"arcnsv@thearcofnsv.net, (540) 665-0461",
The Arc of Northern Virginia,USA,Virginia," ,N Washington St,98,Falls Church,22046-4514,Falls Church City",37.431573,-78.656894,"beadnell@thearcofnova.org, (703) 532-3214",
The Arc of Rockbridge,USA,Virginia,"657, , ,Lexington,24450-0657,Lexington City",37.431573,-78.656894,"thearcofrockbridge@yahoo.com, (540) 348-5510",
The Arc of South Hampton Roads,USA,Virginia," ,Investor's Place,412,Virginia Beach,23452,Virginia Beach City",37.431573,-78.656894,info@thearcofshr.org,
The Arc of Southern Virginia,USA,Virginia,"252, , ,Halifax,24558-0252,Halifax",37.431573,-78.656894,"thearcofsova@gmail.com, (434) 222-8931",
The Arc of Southside,USA,Virginia," ,US Highway North 29,7180,Blairs,24527,Pittsylvania",37.431573,-78.656894,"Director@thearcofsouthside.org, (434) 836-3272",
The Arc of the Piedmont,USA,Virginia," ,Park St,509,Charlottesville,22902-4739,Charlottesville City",37.431573,-78.656894,"bhitt@thearcofthepiedmont.org, (434) 977-4002",
The Arc of the Roanoke Valley,USA,Virginia,"13382, , ,Roanoke,24033-3382,Roanoke City",37.431573,-78.656894,"arcgrv@yahoo.com, (540) 520-1880",
The Arc of the Virginia Peninsula,USA,Virginia," ,58th St,2520,Hampton,23661-1228,Hampton City",37.431573,-78.656894,"info@arcvap.org, (757) 896-6461",
The Arc of Warren County,USA,Virginia,"1473, , ,Front Royal,22630-0031,Warren",37.431573,-78.656894,"ashaner@embarqmail.com, (540) 635-2171",
The Arc South of the James,USA,Virginia,"81, , ,Colonial Heights,23834-0081,Colonial Heights City",37.431573,-78.656894,"thearcsoj@gmail.com, (804) 446-1705",
The Greater Richmond ARC,USA,Virginia," ,Westwood Ave,1901,Richmond,23227-4347,Henrico",37.431573,-78.656894,"Info@RichmondARC.org, (804) 358-1874",
Lake Washington School District Transition Academy,USA,Washington," ,N.E. 87th St,16315,Redmond,98052,King",47.751074,-120.740139,425 861-3452,
The Arc of Grays Harbor,USA,Washington,"1794, , ,Aberdeen,98520-0293,Grays Harbor",47.751074,-120.740139,"thearc@arcgh.org, (360) 537-7000",
The Arc of Island and Skagit,USA,Washington," ,E. College Way,1500,Mount Vernon,98273-5637,Skagit",47.751074,-120.740139,"office@arcislandskagit.org, (304) 584-3272",
The Arc of King County,USA,Washington," ,6th Ave N,233,Seattle,98109-5005,King",47.751074,-120.740139,"bbryson@arcokingcounty.org, (206) 829-7014",
The Arc of Kitsap & Jefferson Counties,USA,Washington," ,Perry Ave,3243,Bremerton,98310-5364,Kitsap",47.751074,-120.740139,(360) 377-3473,
The Arc of Snohomish County,USA,Washington," ,Hewitt Ave Ste 300,2500,Everett,98201-3789,Snohomish",47.751074,-120.740139,"shayne@arcsno.org, (425) 258-2459",
The Arc of Southwest Washington,USA,Washington,"2608, , ,Vancouver,98668-2608,Clark",47.751074,-120.740139,"lizt@arcswwa.org, (360) 254-1562",
The Arc of Spokane,USA,Washington," ,E 2nd Ave,320,Spokane,99202-1402,Spokane",47.751074,-120.740139,"gfalk@arc-spokane.org, (509) 328-6326",
The Arc of Tri-Cities,USA,Washington," ,Fowler St,1455,Richland,99352-4717,Benton",47.751074,-120.740139,"jolynna@arcoftricities.com, (509) 783-1131",
The Arc of Whatcom County,USA,Washington," ,McLeod Rd,2602,Bellingham,98225-1368,Whatcom",47.751074,-120.740139,"admin@arcwhatcom.org, (360) 715-0170",
The Arc of Yakima County,USA,Washington,"10415, , ,Yakima,98909-1415,Yakima",47.751074,-120.740139,"arcofyakimacounty@gmail.com, (509) 453-4756",
The Arc of Harrison County,USA,West Virginia,"764, , ,Clarksburg,26302-0764,Harrison",38.597626,-80.454903,"dkelly@citynet.net, (304) 624-3641",
The Arc of Ohio County,USA,West Virginia," ,Warwood Ave,439,Wheeling,26003-6839,Ohio",38.597626,-80.454903,"jbdh@comcast.net, (304) 277-1466",
The Arc of the Mid Ohio Valley,USA,West Virginia," ,Market St,912,Parkersburg,26101-4737,Wood",38.597626,-80.454903,"christina.smith@arcwd.org, (304) 422-3151",
The Arc of the Three Rivers,USA,West Virginia," ,Quarrier St,1021,Charleston,25301-2338,Kanawha",38.597626,-80.454903,"kaxford@arcthreerivers.org, (304) 344-3403",
The Arc of West Virginia,USA,West Virginia," ,Market Street,912,Parkersburg,26101-4737,Wood",38.597626,-80.454903,"christina.smith@arcwd.org, (304) 422-3151",
Langlade County Arc,USA,Wisconsin," , , ,Antigo,54409-8869,Langlade",43.78444,-88.787868,"cejkaan@antigopro.net, (715) 623-6572",
Lincoln County Arc,USA,Wisconsin,"143, , ,Merrill,54452-0143,Lincoln",43.78444,-88.787868,"sandragtank@aol.com, (715) 536-9267",
Richland County Arc,USA,Wisconsin,"87, , ,Richland Center,53581-0087,Richland",43.78444,-88.787868,(608) 585-2113,
The Arc – Green County,USA,Wisconsin," ,22 1/2 Ave,1615,Monroe,53566-2616,Greeen",43.78444,-88.787868,(608) 325-3927,
The Arc – Monroe County,USA,Wisconsin," ,E Franklin St,628,Sparta,54656-1921,Monroe",43.78444,-88.787868,"berendes@charter.net, (608) 269-5148",
The Arc Dane County,USA,Wisconsin," ,Grand Teton Plz,6602,Madison,53719-1091,Dane",43.78444,-88.787868,"arcdane@chorus.net, (608) 257-9738",
The Arc Eau Claire,USA,Wisconsin," ,Wisconsin Street,800,Eau Claire,54703-3612,Eau Claire",43.78444,-88.787868,"thearcec@clearwire.net, (715) 514-1825",
The Arc of Columbia County,USA,Wisconsin," ,E Cook St Ste 202,711,Portage,53901-2300,Columbia",43.78444,-88.787868,"julieb@thearccolumbiacounty.org, (608) 742-0260",
The Arc of Dodge County,USA,Wisconsin,"173, , ,Beaver Dam,53916-0173,Dodge",43.78444,-88.787868,"admin@arcdodgecounty.org, (920) 927-3252",
The Arc of Dunn County,USA,Wisconsin," ,Hils Ct,2602,Menomonie,54751-1125,Dunn",43.78444,-88.787868,"rebecca@arcofdunncounty.org, (715) 235-7373",
The Arc of Fond du Lac,USA,Wisconsin," ,N Park Ave,500,Fond Du Lac,54935-1943,Fond Du Lac",43.78444,-88.787868,"info@arcfdl.org, (920) 923-3810",
The Arc of Racine County,USA,Wisconsin," ,Mound Ave Ste 319,1220,Racine,53404-3350,Racine",43.78444,-88.787868,"info@thearcofracine.org, (262) 634-6303",
The Arc of Washington County,USA,Wisconsin,"832, , ,West Bend,53095-0832,Washington",43.78444,-88.787868,(262) 338-8663,
Waupaca County Arc,USA,Wisconsin," ,20th St,45,Clintonville,54929-1101,Waupaca",43.78444,-88.787868,"prschoen@charter.net, (715)-823-2823",
Child Development Center Region II,USA,Wyoming," ,S Linden Ave,345,Sheridan,82801-4709,Sheridan",43.075968,-107.290284,(307) 672-6610,
Magic City Enterprises,USA,Wyoming," ,Westland Rd,1780,Cheyenne,82001-3322,Laramie",43.075968,-107.290284,(307) 637-8869,
The Arc of Laramie County,USA,Wyoming,"1812, , ,Cheyenne,82003-1812,Laramie",43.075968,-107.290284,"thearcoflaramiecounty@bresnan.net, (307) 632-1209",
The Arc of Natrona County,USA,Wyoming,"393, , ,Casper,82602-0393,Natrona",43.075968,-107.290284,"arc@tribcsp.com, (307) 577-4913",
The Arc of Wyoming,USA,Wyoming,"393, , ,Casper,82602-0393,Natrona",43.075968,-107.290284,(307) 262-3914,
